"1001745.3"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	1001745	"WGS"	"07AR0125"	"SEROTYPE 6C"			"MLST.STREPTOCOCCUS_PNEUMONIAE.1292"				"2011-04-11T00:00:00Z"	"21551297"	"PRJNA64979"	"SAMN02472135"	"GCA_000203715.2"		"AFBY00000000"	"-"	"YALE UNIVERSITY"	"ASSEMBLY"	"SOLEXA PAIRED-END SEQUENCING"	">30X"	"VELVET V. 0.7"			346	2024028	39.6	2008			"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."	"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."		"UNITED STATES"	"USA: MASSACHUSETTS"						"HUMAN, HOMO SAPIENS"														"-"			"HOST"	"MENINGITIS"	"PROJECT DESCRIPTION NOT PROVIDED."		98.6	97.9	96.4	0.3		"GOOD"	"2014-12-08T22:13:32.681Z"	"2015-03-16T03:17:09.594Z"
"1041522.28"	"MYCOBACTERIUM COLOMBIENSE CECT 3035 STRAIN CECT 3035"		1041522	"COMPLETE"	"CECT 3035"								"2017-04-24T00:00:00Z"	"27818776"	"PRJNA383253"	"SAMN06760893"			"CP020821"		"NATIONAL UNIVERSITY OF COLOMBIA"		"PACBIO"	"340.0X"	"HGAP V. OCT 2014"	1		1	5581643	68.09	5451			"BLOOD"	"ISOLATED IN OTHER SCENARIOS SUCH AS LYMPHADENOPATHY, SUBCUTANEOUS INFECTIONS AND DISSEMINATED DISEASE IN HIV-NEGATIVE PATIENTS IN COUNTRIES LIKE SPAIN, FRANCE, CHINA, CANADA AND RUSSIA"	2006	"COLOMBIA"	"COLOMBIA"						"HUMAN, HOMO SAPIENS"			"HIV"																"M. COLOMBIENSE INFECTIONS WERE INITIALLY DESCRIBED IN HIV PATIENTS IN BOGOT�, COLOMBIA. IN THIS INITIAL STUDY, M. COLOMBIENSE WAS CONFIRMED TO BE THE CAUSATIVE AGENT OF PULMONARY DISEASE AND BACTERAEMIA IN THIS GROUP OF PEOPLE WHO DIED OF HIV/M. COLOMBIENSE COINFECTION. AFTER THIS STUDY, M. COLOMBIENSE HAS BEEN ISOLATED IN OTHER SCENARIOS SUCH AS LYMPHADENOPATHY, SUBCUTANEOUS INFECTIONS AND DISSEMINATED DISEASE IN HIV-NEGATIVE PATIENTS IN COUNTRIES LIKE SPAIN, FRANCE, CHINA, CANADA AND RUSSIA."	"COLLECTED_BY:MARTHA I MURCIA"	99	97.3	100	1.7		"GOOD"	"2017-05-29T02:38:50.921Z"	"2017-05-29T02:38:50.921Z"	
"1048264.3"	"STREPTOCOCCUS PYOGENES HKU QMH11M0907901"		1048264	"COMPLETE"	"HKU QMH11M0907901"				"MLST.STREPTOCOCCUS_PYOGENES.36"				"2012-05-18T00:00:00Z"		"PRJNA68183"	"SAMN02471172"	"GCF_000275625.1"		"AFRY01000000"		"DEPARTMENT OF MICROBIOLOGY, THE UNIVERSITY OF HONG KONG"		"454 GS FLX TITANIUM"	"48X"	"NEWBLER V. 2.5.3"	1		1	1908100	38.45	1909	1865		"BLOOD FROM SCARLET FEVER OUTBREAK"		2011	"CHINA"	"CHINA: HONG KONG"						"HUMAN, HOMO SAPIENS"																			"CLINICAL USE OF NEXT GENERATION SEQUENCING FOR RAPID IDENTIFICATION OF USEFUL GENOMIC SIGNATURES IN THE COMPLETE GENOME OF AN EPIDEMIC STRAIN OF EMM12 STREPTOCOCCUS PYOGENES CAUSING SCARLET FEVER AND BACTEREMIA IN HONG KONG. BACTEREMIC STRAIN FROM A PATIENT WITH SCARLET FEVER IN HONG KONG. GRAM POSITIVE COCCI IN CHAINS, BETA-HEMOLYTIC ON HORSE BLOOD AGAR, BACITRACIN SUSCEPTIBLE, LANCEFIELD GROUP A ANTIGEN POSITIVE. THE VITEK ID BIONUMBER PROFILE WAS 51043230001 WHICH HAD A CONFIDENCE LEVEL OF 99% IN ITS IDENTIFICATION AS STREPTOCOCCUS PYOGENES. RESISTANT TO ERYTHROMYCIN, CLINDAMYCIN AND TETRACYCLINE BUT SUSCEPTIBLE TO PENICILLIN G, CIPROFLOXACIN, LEVOFLOXACIN, RIFAMPICIN AND VANCOMYCIN. EMM TYPING: EMM12. MLST: ST36."		99.9	99.9	100	0.9		"GOOD"	"2016-01-17T15:29:01.552Z"	"2016-01-17T15:29:01.552Z"	
"1051654.3"	"LACTOBACILLUS CASEI CRF28"	"LACTOBACILLUS CASEI CRF28"	1051654	"WGS"	"CRF28"						" "		"2012-11-02T00:00:00Z"	"23035691"	"PRJNA68467"	"SAMN02472005"	"GCA_000309645.1"		"AFYN00000000"	"-"	"UNIVERSITY OF WISCONSIN-MADISON AND UTAH STATE UNIVERSITY"	"WGS"	"454 FLX-TITANIUM"	"24X"	"SEQMAN NGEN V. 2"			57	3036548	46.27	3189	2976		"BLOOD"	"ISOLATED FROM DAIRY, PLANT, AND HUMAN SOURCES"	NA	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"									"POSITIVE"	"BACILLI"		"NO"							"THE BROAD ECOLOGICAL ADAPTABILITY OF LACTOBACILLUS CASEI FACILITATES WIDESPREAD APPLICATION OF THIS ORGANISM IN THE FOOD AND HEALTH INDUSTRIES.  TO IDENTIFY THE GENOMIC FEATURES OF L. CASEI THAT CONTRIBUTE TO EVOLUTION AND LIFESTYLE ADAPTATION OF THE SPECIES, WE PERFORMED COMPARATIVE GENOMIC ANALYSIS OF 17 L. CASEI GENOMES REPRESENTING STRAINS ISOLATED FROM DAIRY, PLANT, AND HUMAN SOURCES.  GENE GAIN, VIA ACQUISITION OF GENOMIC ISLANDS, LIKELY CONFERS A FITNESS BENEFIT IN SPECIFIC HABITATS.  THE LOSS OF UNNECESSARY ANCESTRAL TRAITS WAS ESPECIALLY PRONOUNCED IN STRAINS THAT SHOW SPECIALIZATION FOR A CHEESE ENVIRONMENT, WHERE GENE DECAY LIKELY RESULTS IN ENHANCED FITNESS IN THE DAIRY NICHE.  THIS STUDY GIVES THE FIRST PICTURE OF THE L. CASEI PANGENOME AND PROVIDES VALUABLE INSIGHTS INTO EVOLUTION AND LIFESTYLE ADAPTATION OF THIS IMPORTANT BACTERIUM.;MANY FRAMESHIFTED PROTEINS"		99.4	96.9	100	1.3		"GOOD"	"2014-12-08T22:11:52.378Z"	"2015-03-16T03:17:09.594Z"	
"1051658.3"	"LACTOBACILLUS CASEI T71499"	"LACTOBACILLUS CASEI T71499"	1051658	"WGS"	"T71499"						" "		"2012-11-02T00:00:00Z"	"23035691"	"PRJNA68471"	"SAMN02472001"	"GCA_000309685.1"		"AFYP00000000"	"-"	"UNIVERSITY OF WISCONSIN-MADISON AND UTAH STATE UNIVERSITY"	"WGS"	"454 FLX-TITANIUM"	"30X"	"SEQMAN NGEN V. 2"			55	3000054	46.23	3016	2841		"BLOOD"	"ISOLATED FROM DAIRY, PLANT, AND HUMAN SOURCES"	NA	"FINLAND"	"FINLAND"						"HUMAN, HOMO SAPIENS"									"POSITIVE"	"BACILLI"		"NO"							"THE BROAD ECOLOGICAL ADAPTABILITY OF LACTOBACILLUS CASEI FACILITATES WIDESPREAD APPLICATION OF THIS ORGANISM IN THE FOOD AND HEALTH INDUSTRIES.  TO IDENTIFY THE GENOMIC FEATURES OF L. CASEI THAT CONTRIBUTE TO EVOLUTION AND LIFESTYLE ADAPTATION OF THE SPECIES, WE PERFORMED COMPARATIVE GENOMIC ANALYSIS OF 17 L. CASEI GENOMES REPRESENTING STRAINS ISOLATED FROM DAIRY, PLANT, AND HUMAN SOURCES.  GENE GAIN, VIA ACQUISITION OF GENOMIC ISLANDS, LIKELY CONFERS A FITNESS BENEFIT IN SPECIFIC HABITATS.  THE LOSS OF UNNECESSARY ANCESTRAL TRAITS WAS ESPECIALLY PRONOUNCED IN STRAINS THAT SHOW SPECIALIZATION FOR A CHEESE ENVIRONMENT, WHERE GENE DECAY LIKELY RESULTS IN ENHANCED FITNESS IN THE DAIRY NICHE.  THIS STUDY GIVES THE FIRST PICTURE OF THE L. CASEI PANGENOME AND PROVIDES VALUABLE INSIGHTS INTO EVOLUTION AND LIFESTYLE ADAPTATION OF THIS IMPORTANT BACTERIUM."		99.5	97.5	100			"GOOD"	"2014-12-08T22:11:52.455Z"	"2015-03-16T03:17:09.594Z"	
"106648.11"	"ACINETOBACTER BEREZINIAE STRAIN HPC229"		106648	"WGS"	"HPC229"								"2016-01-06T00:00:00Z"	"26248354"	"PRJNA297113"	"SAMN04115377"	"GCF_001500155.1"		"KT072713,LKDJ01000000"		"INDEAR"		"454"	"22.0X"	"NEWBLER V. 2.9"		1	122	4639926	38.03	4625	4205		"BLOOD"	"ISOLATED ON JUNE 2014 FROM A BLOOD SAMPLE OF A 53-YEARS OLD FEMALE PATIENT THAT UNDERWENT CHEMOTHERAPY TREATMENT DUE TO LEUKEMIA AT A HOSPITAL LOCATED IN ROSARIO, ARGENTINA"	2014	"ARGENTINA"	"ARGENTINA: ROSARIO, SANTA FE"						"HUMAN, HOMO SAPIENS"	"FEMALE"	"53 YEARS"												"C"					"A. BEREZINIAE HPC229 WAS ISOLATED ON JUNE 2014 FROM A BLOOD SAMPLE OF A 53-YEARS OLD FEMALE PATIENT THAT UNDERWENT CHEMOTHERAPY TREATMENT DUE TO LEUKEMIA AT A HOSPITAL LOCATED IN ROSARIO, ARGENTINA. HPC229 WAS RESISTANT TO ALL Β-LACTAMS TESTED INCLUDING CARBAPENEMS, AND PCR/SEQUENCING ANALYSES REVEALED THE PRESENCE OF THE METALLO-Β-LACTAMASE BLANDM-1 CARRIED INTO A NOVEL NO-CONJUGATIVE PLASMID."	"SAMPLE_TYPE:BLOOD"	98.5	96.7	100	2.7		"GOOD"	"2016-02-01T12:15:53.619Z"	"2016-02-01T12:15:53.619Z"	
"106648.24"	"ACINETOBACTER BEREZINIAE STRAIN XH901"		106648	"COMPLETE"	"XH901"								"2017-12-06T00:00:00Z"		"PRJNA355181"	"SAMN06066181"	"GCA_002813045.1"		"CP018259"		"ZHEJIANG UNIVERSITY"		"PACBIO"	"50X"	"CANU V. 1.3"	1		1	4509124	38.09	4360	4170		"BLOOD"		2016	"CHINA"	"CHINA: ZHEJIANG"						"HUMAN, HOMO SAPIENS"																			"COLISTIN RESISTANT ACINETOBACTER HAEMOLYTICUS XH900"	"COLLECTED_BY:YUNSONG YU"	97.7	96.5	97.2	2.4		"GOOD"	"2018-01-01T04:10:31.331Z"	"2018-01-01T04:10:31.331Z"	
"106654.102"	"ACINETOBACTER NOSOCOMIALIS STRAIN SSA3"		106654	"PLASMID"	"SSA3"								"2017-04-10T00:00:00Z"		"PRJNA380857"	"SAMN06650244"	"GCA_002082665.1"		"CP020587"		"YONSEI UNIVERSITY COLLEGE OF MEDICINE"		"PACBIO"	"490X"	"HGAP V. 3"		1	1	11400	35.9	14	12		"BLOOD"		2013	"SOUTH KOREA"	"SOUTH KOREA: SEOUL"						"HUMAN, HOMO SAPIENS"			"NOT COLLECTED"																"COMPARATIVE GENOMICS OF BLAOXA-23-CARRYING ACINETOBACTER STRAINS"	"COLLECTED_BY:KARMS"							"2017-12-30T04:02:47.858Z"	"2017-12-30T04:02:47.858Z"	
"106654.119"	"ACINETOBACTER NOSOCOMIALIS STRAIN AB32"		106654	"WGS"	"AB32"				"MLST.ACINETOBACTER_BAUMANNII_2.279"				"2018-03-18T00:00:00Z"		"PRJNA436221"	"SAMN08619597"	"GCA_003006925.1"		"PXME01000000"		"ZHEJIANG UNIVERSITY"		"ILLUMINA HISEQ"	"200X"	"CLC NGS CELL V. 10"			129	3918810	38.78377	3913	3826		"BLOOD"		2015	"CHINA"	"CHINA: GUANGZHOU"						"HUMAN, HOMO SAPIENS"			"PNEUMONIA"																"AN EMERGING CLONE OF ACINETOBACTER BAUMANNII CC92"	"COLLECTED_BY:CHAO ZHUO"	98.9	98.2	100	0.3		"GOOD"	"2018-05-26T06:59:54.099Z"	"2018-05-26T06:59:54.099Z"	
"106654.120"	"ACINETOBACTER NOSOCOMIALIS STRAIN AB11"		106654	"WGS"	"AB11"				"MLST.ACINETOBACTER_BAUMANNII_2.1264"				"2018-03-18T00:00:00Z"		"PRJNA436221"	"SAMN08619576"	"GCA_003007175.1"		"PXMZ01000000"		"ZHEJIANG UNIVERSITY"		"ILLUMINA HISEQ"	"200X"	"CLC NGS CELL V. 10"			69	3971446	38.80545	3857	3777		"BLOOD"		2014	"CHINA"	"CHINA: GUANGZHOU"						"HUMAN, HOMO SAPIENS"			"PNEUMONIA"																"AN EMERGING CLONE OF ACINETOBACTER BAUMANNII CC92"	"COLLECTED_BY:CHAO ZHUO"	98.7	97.9	100	1.1		"GOOD"	"2018-05-26T07:00:52.548Z"	"2018-05-26T07:00:52.548Z"	
"106654.121"	"ACINETOBACTER NOSOCOMIALIS STRAIN AB7"		106654	"WGS"	"AB7"				"MLST.ACINETOBACTER_BAUMANNII_1.708,MLST.ACINETOBACTER_BAUMANNII_2.782"				"2018-03-18T00:00:00Z"		"PRJNA436221"	"SAMN08619572"	"GCA_003007235.1"		"PXND01000000"		"ZHEJIANG UNIVERSITY"		"ILLUMINA HISEQ"	"200X"	"CLC NGS CELL V. 10"			62	3769441	38.75862	3621	3555		"BLOOD"		2014	"CHINA"	"CHINA: GUANGZHOU"						"HUMAN, HOMO SAPIENS"			"PNEUMONIA"																"AN EMERGING CLONE OF ACINETOBACTER BAUMANNII CC92"	"COLLECTED_BY:CHAO ZHUO"	99	98.3	100			"GOOD"	"2018-05-26T07:02:51.794Z"	"2018-05-26T07:02:51.794Z"	
"106654.122"	"ACINETOBACTER NOSOCOMIALIS STRAIN AB6"		106654	"WGS"	"AB6"				"MLST.ACINETOBACTER_BAUMANNII_1.708,MLST.ACINETOBACTER_BAUMANNII_2.782"				"2018-03-18T00:00:00Z"		"PRJNA436221"	"SAMN08619571"	"GCA_003007555.1"		"PXNE01000000"		"ZHEJIANG UNIVERSITY"		"ILLUMINA HISEQ"	"200X"	"CLC NGS CELL V. 10"			76	3909030	38.89394	3781	3705		"BLOOD"		2013	"CHINA"	"CHINA: GUANGZHOU"						"HUMAN, HOMO SAPIENS"			"PNEUMONIA"																"AN EMERGING CLONE OF ACINETOBACTER BAUMANNII CC92"	"COLLECTED_BY:CHAO ZHUO"	99	98.3	100			"GOOD"	"2018-05-26T07:03:09.779Z"	"2018-05-26T07:03:09.779Z"	
"106654.123"	"ACINETOBACTER NOSOCOMIALIS STRAIN AB14"		106654	"WGS"	"AB14"				"MLST.ACINETOBACTER_BAUMANNII_1.879"				"2018-03-18T00:00:00Z"		"PRJNA436221"	"SAMN08619579"	"GCA_003007575.1"		"PXMW01000000"		"ZHEJIANG UNIVERSITY"		"ILLUMINA HISEQ"	"200X"	"CLC NGS CELL V. 10"			94	4005748	38.76875	3921	3835		"BLOOD"		2013	"CHINA"	"CHINA: GUANGZHOU"						"HUMAN, HOMO SAPIENS"			"PNEUMONIA"																"AN EMERGING CLONE OF ACINETOBACTER BAUMANNII CC92"	"COLLECTED_BY:CHAO ZHUO"	99	98.2	100			"GOOD"	"2018-05-26T07:03:16.467Z"	"2018-05-26T07:03:16.467Z"	
"106654.143"	"ACINETOBACTER NOSOCOMIALIS STRAIN OCU_AC13"		106654	"WGS"	"OCU_AC13"				"MLST.ACINETOBACTER_BAUMANNII_1.879"				"2018-09-04T00:00:00Z"		"PRJDB5156"	"SAMD00134847"	"GCA_003569685.1"		"BHGJ01000000"		"DEPARTMENT OF BACTERIOLOGY, OSAKA CITY UNIVERSITY GRADUATE SCHOOL OF MEDICINE"		"ILLUMINA MISEQ"	"171.4X"	"CLC GENOMICS WORKBENCH V. 8.5.1"			386	4209723	38.875683	4309			"BLOOD CULTURE OF A HOSPITALIZED PATIENT"	"ISOLATED AT OSAKA CITY UNIVERSITY HOSPITAL"	2011	"JAPAN"							"HUMAN, HOMO SAPIENS"																			"THE AIM OF THIS PROJECT IS TO STUDY THE GENETIC CHARACTERISTICS OF ACINETOBACTER SPP. ISOLATED AT OSAKA CITY UNIVERSITY HOSPITAL. OUR GOAL IS TO REVEAL THE MECHANISM OF HOW ACINETOBACTER SPP. ACQUIRE RESISTANCE TO VARIOUS ANTIMICROBIALS."		98.2	93.3	99.4	8.1		"GOOD"	"2018-10-03T14:00:24.047Z"	"2018-10-03T14:00:24.047Z"	
"106654.148"	"ACINETOBACTER NOSOCOMIALIS STRAIN 328"		106654	"WGS"	"328"											"SAMN06311520"		"SRR5237399"										29	3920408	38.74158	3714			"BLOOD"		2016	"UNITED STATES"	"USA:BOSTON"						"HUMAN, HOMO SAPIENS"	"MALE"	"39"				"HOST_SUBJECT_ID:ABAUMANNI-22"		"AMR PANEL"												"COLLECTED_BY:BRIGHAM AND WOMEN'S HOSPITAL"	99	98.2				"GOOD"	"2019-03-23T22:09:45.072Z"	"2019-03-23T22:09:45.072Z"	
"106654.48"	"ACINETOBACTER NOSOCOMIALIS STRAIN SSA3"		106654	"COMPLETE"	"SSA3"				"MLST.ACINETOBACTER_BAUMANNII_1.958,MLST.ACINETOBACTER_BAUMANNII_2.433"				"2017-04-10T00:00:00Z"		"PRJNA380857"	"SAMN06650244"			"CP020588,CP020587"		"YONSEI UNIVERSITY COLLEGE OF MEDICINE"		"PACBIO"	"490X"	"HGAP V. 3"	1	1	2	4142356	38.71	4034	3931		"BLOOD"		2013	"SOUTH KOREA"	"SOUTH KOREA: SEOUL"						"HUMAN, HOMO SAPIENS"			"NOT COLLECTED"																"COMPARATIVE GENOMICS OF BLAOXA-23-CARRYING ACINETOBACTER STRAINS"	"COLLECTED_BY:KARMS"	99.1	98.2	100			"GOOD"	"2017-05-28T10:08:04.197Z"	"2017-05-28T10:08:04.197Z"	
"1069608.3"	"NEISSERIA MENINGITIDIS 93003"	"NEISSERIA MENINGITIDIS 93003"	1069608	"WGS"	"93003"				"MLST.NEISSERIA_SPP.4959"				"2012-08-27T00:00:00Z"		"PRJNA70991"	"SAMN00849774"	"GCA_000293265.1"	"SRR454967,SRR454968,SRR454969"	"ALXM00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"75.82X"	"CELERA ASSEMBLER V. 7.0"			24	2238953	51.6	2895	2071		"BLOOD"		1993	"FRANCE"	"FRANCE"						"HUMAN, HOMO SAPIENS"																			"-"		99	98.7	100	0.6		"GOOD"	"2014-12-08T22:12:25.583Z"	"2015-03-16T03:17:09.594Z"	
"1069609.3"	"NEISSERIA MENINGITIDIS 93004"	"NEISSERIA MENINGITIDIS 93004"	1069609	"WGS"	"93004"				"MLST.NEISSERIA_SPP.5594"				"2012-08-27T00:00:00Z"		"PRJNA70993"	"SAMN00849775"	"GCA_000293245.1"	"SRR454970,SRR454971,SRR454972"	"ALXN00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"54.45X"	"CELERA ASSEMBLER V. 7.0"			44	2336390	51.3	2990	2181		"BLOOD"		1993	"FRANCE"	"FRANCE"						"HUMAN, HOMO SAPIENS"																			"-"		99.3	98.9	100			"GOOD"	"2014-12-08T22:12:25.591Z"	"2015-03-16T03:17:09.594Z"	
"1069610.3"	"NEISSERIA MENINGITIDIS NM255"	"NEISSERIA MENINGITIDIS NM255"	1069610	"WGS"	"NM255"				"MLST.NEISSERIA_SPP.2980"				"2012-08-27T00:00:00Z"		"PRJNA70995"	"SAMN00849781"	"GCA_000293285.1"	"SRR454981,SRR454982,SRR454983"	"ALXO00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"63.7X"	"CELERA ASSEMBLER V. 6.1"			29	2196372	51.6	2820	2035		"BLOOD"		2000	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		99	98.7	100			"GOOD"	"2014-12-08T22:12:26.185Z"	"2015-03-16T03:17:09.594Z"	
"1069611.3"	"NEISSERIA MENINGITIDIS NM140"	"NEISSERIA MENINGITIDIS NM140"	1069611	"WGS"	"NM140"				"MLST.NEISSERIA_SPP.2981"				"2012-08-27T00:00:00Z"		"PRJNA70997"	"SAMN00849779"	"GCA_000293305.1"	"SRR454975,SRR454976,SRR454977"	"ALXP00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"46.42X"	"CELERA ASSEMBLER V. 6.1"			31	2164766	51.5	2862	2035		"BLOOD"		1996	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		99	98.7	100			"GOOD"	"2014-12-08T22:12:26.079Z"	"2015-03-16T03:17:09.594Z"	
"1069612.3"	"NEISSERIA MENINGITIDIS NM183"	"NEISSERIA MENINGITIDIS NM183"	1069612	"WGS"	"NM183"				"MLST.NEISSERIA_SPP.5467"				"2012-08-27T00:00:00Z"		"PRJNA70999"	"SAMN00849780"	"GCA_000293325.1"	"SRR454978,SRR454979,SRR454980"	"ALXQ00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"36.23X"	"CELERA ASSEMBLER V. 6.1"			27	2189086	51.5	2841	2030		"BLOOD"		1998	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		99	98.8	100			"GOOD"	"2014-12-08T22:12:26.146Z"	"2015-03-16T03:17:09.594Z"	
"1069613.3"	"NEISSERIA MENINGITIDIS NM2781"	"NEISSERIA MENINGITIDIS NM2781"	1069613	"WGS"	"NM2781"				"MLST.NEISSERIA_SPP.6937"				"2012-08-27T00:00:00Z"		"PRJNA71001"	"SAMN00849786"	"GCA_000293345.1"	"SRR454987,SRR454988,SRR454989"	"ALXR00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"64.23X"	"CELERA ASSEMBLER V. 6.1"			20	2169720	51.5	2848	2013		"BLOOD"		1998	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		98.9	98.7	100			"GOOD"	"2014-12-08T22:12:26.221Z"	"2015-03-16T03:17:09.594Z"	
"1069614.3"	"NEISSERIA MENINGITIDIS 69166"	"NEISSERIA MENINGITIDIS 69166"	1069614	"WGS"	"69166"				"MLST.NEISSERIA_SPP.1"				"2012-08-27T00:00:00Z"		"PRJNA71003"	"SAMN00849763"	"GCA_000293365.1"	"SRR454087,SRR454088,SRR454089"	"ALXS00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"54.38X"	"CELERA ASSEMBLER V. 7.0"			25	2218697	51.7	2906	2084		"BLOOD"		1969	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		99.2	99	100			"GOOD"	"2014-12-08T22:12:25.435Z"	"2015-03-16T03:17:09.594Z"	
"1069615.3"	"NEISSERIA MENINGITIDIS NM576"	"NEISSERIA MENINGITIDIS NM576"	1069615	"WGS"	"NM576"				"MLST.NEISSERIA_SPP.5467"				"2012-08-27T00:00:00Z"		"PRJNA71005"	"SAMN00849791"	"GCA_000293385.1"	"SRR455000,SRR455001,SRR455002"	"ALXT00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"41.85X"	"CELERA ASSEMBLER V. 6.1"			27	2189753	51.5	2854	2029		"BLOOD"		2003	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		99	98.6	100			"GOOD"	"2014-12-08T22:12:26.519Z"	"2015-03-16T03:17:09.594Z"	
"1069616.3"	"NEISSERIA MENINGITIDIS 98008"	"NEISSERIA MENINGITIDIS 98008"	1069616	"WGS"	"98008"				"MLST.NEISSERIA_SPP.461"				"2012-08-27T00:00:00Z"		"PRJNA71007"	"SAMN00849778"	"GCA_000293405.2"	"SRR454973,SRR454974"	"ALXU00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"55.65X"	"CELERA ASSEMBLER V. 7.0"			37	2309366	51.5	2985	2167		"BLOOD"		1998	"FRANCE"	"FRANCE"						"HUMAN, HOMO SAPIENS"																			"-"		99	98.7	100			"GOOD"	"2014-12-08T22:12:25.740Z"	"2015-03-16T03:17:09.594Z"	
"1069617.3"	"NEISSERIA MENINGITIDIS 80179"	"NEISSERIA MENINGITIDIS 80179"	1069617	"WGS"	"80179"								"2012-08-27T00:00:00Z"		"PRJNA71009"	"SAMN00849764"	"GCA_000293425.1"	"SRR454105,SRR454106,SRR454107"	"ALXV00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"45.3X"	"CELERA ASSEMBLER V. 7.0"			31	2187718	51.6	2850	2056		"BLOOD"		1980	"FRANCE"	"FRANCE"						"HUMAN, HOMO SAPIENS"																			"-"		99.5	99.1	100			"GOOD"	"2014-12-08T22:12:25.540Z"	"2015-03-16T03:17:09.594Z"	
"1069618.3"	"NEISSERIA MENINGITIDIS 92045"	"NEISSERIA MENINGITIDIS 92045"	1069618	"WGS"	"92045"				"MLST.NEISSERIA_SPP.4122"				"2012-08-27T00:00:00Z"		"PRJNA71011"	"SAMN00849773"	"GCA_000293445.1"	"SRR454963,SRR454964,SRR454965"	"ALXW00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"36.06X"	"CELERA ASSEMBLER V. 7.0"			25	2223920	51.6	2895	2077		"BLOOD"		1992	"FRANCE"	"FRANCE"						"HUMAN, HOMO SAPIENS"																			"-"		98.9	98.7	100			"GOOD"	"2014-12-08T22:12:25.574Z"	"2015-03-16T03:17:09.594Z"	
"1069619.3"	"NEISSERIA MENINGITIDIS NM2657"	"NEISSERIA MENINGITIDIS NM2657"	1069619	"WGS"	"NM2657"				"MLST.NEISSERIA_SPP.60"				"2012-08-27T00:00:00Z"		"PRJNA71013"	"SAMN00849784"	"GCA_000293465.1"	"SRR454984,SRR454985,SRR454986"	"ALXX00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"44.01X"	"CELERA ASSEMBLER V. 6.1"			30	2154485	51.6	2738	2003		"BLOOD"		2007	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		99.1	98.7	100	0.6		"GOOD"	"2014-12-08T22:12:26.194Z"	"2015-03-16T03:17:09.594Z"	
"1069620.3"	"NEISSERIA MENINGITIDIS NM2795"	"NEISSERIA MENINGITIDIS NM2795"	1069620	"WGS"	"NM2795"				"MLST.NEISSERIA_SPP.198"				"2012-08-27T00:00:00Z"		"PRJNA71015"	"SAMN00849787"	"GCA_000293625.1"	"SRR454990,SRR454991,SRR454992"	"ALXY00000000"	"-"	"INSTITUTE FOR GENOME SCIENCES"	"WGS"	"ILLUMINA; 454"	"56.24X"	"CELERA ASSEMBLER V. 6.1"			25	2154992	51.9	2722	1986		"BLOOD"		1998	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"																			"-"		99	98.7	100			"GOOD"	"2014-12-08T22:12:26.231Z"	"2015-03-16T03:17:09.594Z"	
